LENGTH_OF_TEXT,DOES_HAVE_SPAMMY_WORDS,DOES_HAVE_LINKS,CLASS_LABEL
106,FALSE,FALSE,ham
103,FALSE,FALSE,ham
34,FALSE,FALSE,ham
77,FALSE,FALSE,ham
159,FALSE,FALSE,spam
26,FALSE,FALSE,ham
47,FALSE,FALSE,ham
24,FALSE,FALSE,ham
149,FALSE,FALSE,spam
133,FALSE,FALSE,ham
126,FALSE,FALSE,ham
78,FALSE,FALSE,ham
132,FALSE,FALSE,spam
116,FALSE,FALSE,ham
221,FALSE,FALSE,ham
59,FALSE,FALSE,ham
137,FALSE,FALSE,spam
143,TRUE,FALSE,ham
24,FALSE,FALSE,ham
38,FALSE,FALSE,ham
42,FALSE,FALSE,ham
24,FALSE,FALSE,ham
157,FALSE,FALSE,ham
47,FALSE,FALSE,ham
41,FALSE,FALSE,spam
122,FALSE,FALSE,ham
126,FALSE,FALSE,ham
26,FALSE,FALSE,ham
114,FALSE,FALSE,ham
7,FALSE,FALSE,ham
34,FALSE,FALSE,ham
157,FALSE,FALSE,spam
92,FALSE,FALSE,ham
90,FALSE,FALSE,ham
22,FALSE,FALSE,ham
85,FALSE,FALSE,ham
63,FALSE,FALSE,ham
220,FALSE,FALSE,ham
41,FALSE,FALSE,ham
60,FALSE,FALSE,ham
88,FALSE,FALSE,ham
31,FALSE,FALSE,ham
37,FALSE,FALSE,ham
28,FALSE,FALSE,ham
24,FALSE,FALSE,ham
118,FALSE,FALSE,ham
22,FALSE,FALSE,ham
210,FALSE,FALSE,ham
50,FALSE,FALSE,ham
49,FALSE,FALSE,ham
87,FALSE,FALSE,ham
61,FALSE,FALSE,ham
141,FALSE,FALSE,spam
54,FALSE,FALSE,ham
28,FALSE,FALSE,ham
49,FALSE,FALSE,ham
53,FALSE,FALSE,ham
145,FALSE,FALSE,ham
162,FALSE,FALSE,ham
53,FALSE,FALSE,ham
12,FALSE,FALSE,ham
142,FALSE,FALSE,ham
73,FALSE,FALSE,ham
129,FALSE,FALSE,ham
33,FALSE,FALSE,ham
47,FALSE,FALSE,ham
72,FALSE,FALSE,ham
148,FALSE,FALSE,ham
107,FALSE,FALSE,ham
41,FALSE,FALSE,ham
23,FALSE,FALSE,ham
149,TRUE,FALSE,spam
104,FALSE,FALSE,ham
45,FALSE,FALSE,ham
26,FALSE,FALSE,ham
37,FALSE,FALSE,ham
150,TRUE,FALSE,spam
132,FALSE,FALSE,ham
63,FALSE,FALSE,ham
108,FALSE,FALSE,ham
93,FALSE,FALSE,ham
43,FALSE,FALSE,ham
46,FALSE,FALSE,ham
56,FALSE,FALSE,ham
37,FALSE,FALSE,ham
124,FALSE,FALSE,ham
158,TRUE,TRUE,spam
38,FALSE,FALSE,ham
53,FALSE,FALSE,ham
31,FALSE,FALSE,ham
224,FALSE,FALSE,ham
156,FALSE,FALSE,spam
24,FALSE,FALSE,ham
24,FALSE,FALSE,ham
52,FALSE,FALSE,ham
48,FALSE,FALSE,ham
28,FALSE,FALSE,ham
43,FALSE,FALSE,ham
49,FALSE,FALSE,ham
26,FALSE,FALSE,ham
58,FALSE,FALSE,ham
17,FALSE,FALSE,ham
26,FALSE,FALSE,ham
127,FALSE,FALSE,ham
103,FALSE,FALSE,ham
157,FALSE,FALSE,ham
34,FALSE,FALSE,ham
128,FALSE,FALSE,ham
142,FALSE,FALSE,ham
51,FALSE,FALSE,ham
60,FALSE,FALSE,ham
30,FALSE,FALSE,ham
41,FALSE,FALSE,ham
103,FALSE,FALSE,ham
101,FALSE,FALSE,spam
19,FALSE,FALSE,ham
112,FALSE,FALSE,ham
104,FALSE,FALSE,spam
78,FALSE,FALSE,ham
135,FALSE,FALSE,spam
41,FALSE,FALSE,ham
46,FALSE,FALSE,ham
136,FALSE,FALSE,ham
46,FALSE,FALSE,ham
157,FALSE,FALSE,ham
24,FALSE,FALSE,ham
17,FALSE,FALSE,ham
20,FALSE,FALSE,ham
84,FALSE,FALSE,ham
153,FALSE,FALSE,spam
63,FALSE,TRUE,ham
155,FALSE,FALSE,ham
122,FALSE,FALSE,ham
143,FALSE,TRUE,spam
50,FALSE,FALSE,ham
25,FALSE,FALSE,ham
44,TRUE,FALSE,ham
65,FALSE,FALSE,ham
134,FALSE,FALSE,spam
21,FALSE,FALSE,ham
47,FALSE,FALSE,ham
157,FALSE,FALSE,spam
90,FALSE,FALSE,spam
135,FALSE,FALSE,ham
39,FALSE,FALSE,ham
83,FALSE,FALSE,ham
44,FALSE,FALSE,ham
28,FALSE,FALSE,ham
24,FALSE,FALSE,ham
67,FALSE,FALSE,ham
67,FALSE,FALSE,ham
33,FALSE,FALSE,ham
24,FALSE,FALSE,ham
119,FALSE,FALSE,ham
910,FALSE,FALSE,ham
158,FALSE,FALSE,ham
35,FALSE,FALSE,ham
24,FALSE,FALSE,ham
153,FALSE,FALSE,spam
53,FALSE,FALSE,ham
147,FALSE,FALSE,spam
72,FALSE,FALSE,ham
19,FALSE,FALSE,ham
188,TRUE,FALSE,ham
71,FALSE,FALSE,ham
23,FALSE,FALSE,ham
142,FALSE,FALSE,spam
160,FALSE,FALSE,ham
73,FALSE,FALSE,ham
106,FALSE,FALSE,ham
80,FALSE,FALSE,ham
105,FALSE,FALSE,ham
43,FALSE,FALSE,ham
68,FALSE,FALSE,ham
159,TRUE,TRUE,spam
32,FALSE,FALSE,ham
159,FALSE,FALSE,ham
140,FALSE,FALSE,ham
101,FALSE,FALSE,ham
31,FALSE,FALSE,ham
23,FALSE,FALSE,ham
58,FALSE,FALSE,ham
37,FALSE,FALSE,ham
61,FALSE,FALSE,ham
60,FALSE,FALSE,ham
54,FALSE,FALSE,ham
69,FALSE,FALSE,ham
70,FALSE,FALSE,spam
72,FALSE,FALSE,ham
156,FALSE,FALSE,spam
40,FALSE,FALSE,ham
153,FALSE,FALSE,spam
36,FALSE,FALSE,ham
35,FALSE,FALSE,ham
34,FALSE,FALSE,ham
156,FALSE,TRUE,spam
79,FALSE,FALSE,ham
113,FALSE,FALSE,ham
105,FALSE,FALSE,spam
64,FALSE,FALSE,ham
25,FALSE,FALSE,ham
22,FALSE,FALSE,ham
35,FALSE,FALSE,ham
156,FALSE,FALSE,ham
58,FALSE,FALSE,ham
31,FALSE,FALSE,ham
120,TRUE,FALSE,spam
24,FALSE,FALSE,ham
17,FALSE,FALSE,ham
152,FALSE,TRUE,ham
41,FALSE,FALSE,ham
158,FALSE,FALSE,spam
80,FALSE,FALSE,ham
85,FALSE,FALSE,ham
115,FALSE,FALSE,ham
115,TRUE,FALSE,spam
25,FALSE,FALSE,ham
45,FALSE,FALSE,ham
70,FALSE,FALSE,ham
22,FALSE,FALSE,ham
43,FALSE,FALSE,ham
22,FALSE,FALSE,ham
22,FALSE,FALSE,ham
140,FALSE,FALSE,spam
72,FALSE,FALSE,ham
91,FALSE,FALSE,ham
70,FALSE,FALSE,ham
140,FALSE,FALSE,ham
31,FALSE,FALSE,ham
52,FALSE,FALSE,ham
40,FALSE,FALSE,ham
23,FALSE,FALSE,ham
155,TRUE,FALSE,spam
145,FALSE,FALSE,ham
54,FALSE,FALSE,ham
43,FALSE,FALSE,ham
30,FALSE,FALSE,ham
39,FALSE,FALSE,ham
71,FALSE,FALSE,ham
146,FALSE,FALSE,ham
73,FALSE,FALSE,ham
159,FALSE,FALSE,spam
23,FALSE,FALSE,ham
26,FALSE,FALSE,ham
59,FALSE,FALSE,ham
150,FALSE,FALSE,ham
167,FALSE,FALSE,ham
26,FALSE,FALSE,ham
66,FALSE,FALSE,ham
35,FALSE,FALSE,ham
26,FALSE,FALSE,ham
26,FALSE,FALSE,ham
49,FALSE,FALSE,ham
38,FALSE,FALSE,ham
36,FALSE,FALSE,ham
18,FALSE,FALSE,ham
48,FALSE,FALSE,ham
68,FALSE,FALSE,ham
73,FALSE,FALSE,ham
49,FALSE,FALSE,ham
13,FALSE,FALSE,ham
63,FALSE,FALSE,ham
133,FALSE,FALSE,ham
155,TRUE,FALSE,spam
13,FALSE,FALSE,ham
49,FALSE,FALSE,spam
74,FALSE,FALSE,ham
48,FALSE,FALSE,ham
138,FALSE,FALSE,ham
164,FALSE,FALSE,ham
40,FALSE,FALSE,ham
20,FALSE,FALSE,ham
61,FALSE,FALSE,ham
61,FALSE,FALSE,ham
147,FALSE,TRUE,spam
130,FALSE,FALSE,ham
148,FALSE,FALSE,spam
37,FALSE,FALSE,ham
31,FALSE,FALSE,ham
27,FALSE,FALSE,ham
41,FALSE,FALSE,ham
49,FALSE,FALSE,ham
52,FALSE,FALSE,ham
124,FALSE,FALSE,ham
63,FALSE,FALSE,ham
85,FALSE,FALSE,ham
50,FALSE,FALSE,spam
70,FALSE,FALSE,ham
55,FALSE,FALSE,ham
119,FALSE,FALSE,ham
143,TRUE,FALSE,spam
22,FALSE,FALSE,ham
43,FALSE,FALSE,ham
46,FALSE,FALSE,ham
146,TRUE,FALSE,spam
75,FALSE,FALSE,ham
159,TRUE,TRUE,spam
43,FALSE,FALSE,ham
123,TRUE,TRUE,spam
31,FALSE,FALSE,ham
76,FALSE,FALSE,ham
51,FALSE,FALSE,ham
27,FALSE,FALSE,ham
34,FALSE,FALSE,ham
127,FALSE,FALSE,ham
136,FALSE,FALSE,ham
24,FALSE,FALSE,ham
33,FALSE,FALSE,ham
63,FALSE,FALSE,ham
96,FALSE,FALSE,ham
53,FALSE,FALSE,ham
59,FALSE,FALSE,ham
52,FALSE,FALSE,ham
45,FALSE,FALSE,ham
34,FALSE,FALSE,ham
53,FALSE,FALSE,ham
111,FALSE,FALSE,ham
60,FALSE,FALSE,ham
152,FALSE,FALSE,ham
55,FALSE,FALSE,ham
84,FALSE,FALSE,ham
81,FALSE,FALSE,spam
87,FALSE,FALSE,ham
84,FALSE,FALSE,ham
26,FALSE,FALSE,ham
58,FALSE,FALSE,ham
46,FALSE,FALSE,ham
43,FALSE,FALSE,ham
24,FALSE,FALSE,ham
97,FALSE,FALSE,ham
70,FALSE,FALSE,ham
179,FALSE,FALSE,ham
120,FALSE,FALSE,spam
54,FALSE,FALSE,ham
26,FALSE,FALSE,ham
156,FALSE,FALSE,ham
47,FALSE,FALSE,ham
48,FALSE,FALSE,ham
147,FALSE,FALSE,spam
40,FALSE,FALSE,ham
81,FALSE,FALSE,ham
116,FALSE,FALSE,ham
5,FALSE,FALSE,ham
66,TRUE,FALSE,spam
81,FALSE,FALSE,ham
20,FALSE,FALSE,ham
13,FALSE,FALSE,ham
37,FALSE,FALSE,ham
66,FALSE,FALSE,ham
69,FALSE,FALSE,ham
55,FALSE,FALSE,ham
45,FALSE,FALSE,ham
159,FALSE,FALSE,ham
25,FALSE,FALSE,ham
28,FALSE,FALSE,ham
40,FALSE,FALSE,ham
156,FALSE,FALSE,ham
138,FALSE,FALSE,ham
24,FALSE,FALSE,ham
70,FALSE,FALSE,ham
62,FALSE,FALSE,ham
86,FALSE,FALSE,ham
174,FALSE,FALSE,ham
48,FALSE,FALSE,ham
48,FALSE,FALSE,ham
25,FALSE,FALSE,ham
54,FALSE,FALSE,ham
38,FALSE,FALSE,ham
46,FALSE,FALSE,ham
64,FALSE,FALSE,ham
133,FALSE,FALSE,ham
36,FALSE,FALSE,ham
132,FALSE,FALSE,ham
51,FALSE,FALSE,ham
48,FALSE,FALSE,ham
62,FALSE,FALSE,ham
163,FALSE,FALSE,spam
155,FALSE,TRUE,spam
48,FALSE,FALSE,ham
39,FALSE,FALSE,ham
103,FALSE,FALSE,ham
83,FALSE,FALSE,ham
84,FALSE,FALSE,ham
39,FALSE,FALSE,ham
122,FALSE,FALSE,ham
154,FALSE,FALSE,ham
36,FALSE,FALSE,ham
140,FALSE,FALSE,spam
5,FALSE,FALSE,ham
30,FALSE,FALSE,ham
57,FALSE,FALSE,ham
54,FALSE,FALSE,ham
34,FALSE,FALSE,ham
85,FALSE,FALSE,ham
139,FALSE,FALSE,ham
35,FALSE,FALSE,ham
31,FALSE,FALSE,ham
126,FALSE,FALSE,spam
48,FALSE,FALSE,ham
94,FALSE,FALSE,ham
27,FALSE,FALSE,ham
28,FALSE,FALSE,ham
41,FALSE,FALSE,ham
42,FALSE,FALSE,ham
150,FALSE,FALSE,ham
162,FALSE,FALSE,ham
82,FALSE,FALSE,ham
45,FALSE,FALSE,ham
56,FALSE,FALSE,ham
41,FALSE,FALSE,ham
23,FALSE,FALSE,ham
112,FALSE,FALSE,ham
38,FALSE,FALSE,ham
160,FALSE,FALSE,ham
32,FALSE,FALSE,ham
47,FALSE,FALSE,ham
82,FALSE,FALSE,ham
25,FALSE,FALSE,ham
51,FALSE,FALSE,ham
155,TRUE,FALSE,spam
22,FALSE,FALSE,ham
30,FALSE,FALSE,ham
121,FALSE,TRUE,ham
53,FALSE,FALSE,ham
84,FALSE,FALSE,ham
24,FALSE,FALSE,ham
81,FALSE,FALSE,ham
152,FALSE,FALSE,ham
131,FALSE,FALSE,ham
327,FALSE,FALSE,ham
49,FALSE,FALSE,ham
65,FALSE,FALSE,ham
29,FALSE,FALSE,ham
207,TRUE,FALSE,ham
114,FALSE,FALSE,ham
101,FALSE,FALSE,spam
49,FALSE,FALSE,ham
108,FALSE,FALSE,ham
36,FALSE,FALSE,ham
32,FALSE,FALSE,ham
50,FALSE,FALSE,ham
80,FALSE,FALSE,ham
141,FALSE,FALSE,ham
151,FALSE,FALSE,spam
154,FALSE,TRUE,spam
23,FALSE,FALSE,ham
40,FALSE,FALSE,ham
159,FALSE,FALSE,spam
25,FALSE,FALSE,ham
143,TRUE,FALSE,spam
22,FALSE,FALSE,ham
153,FALSE,FALSE,ham
72,FALSE,FALSE,ham
203,FALSE,FALSE,ham
275,FALSE,FALSE,ham
115,FALSE,FALSE,ham
27,FALSE,FALSE,ham
139,FALSE,FALSE,ham
46,FALSE,FALSE,ham
115,FALSE,FALSE,ham
155,FALSE,FALSE,ham
35,FALSE,FALSE,ham
82,FALSE,FALSE,ham
7,FALSE,FALSE,ham
36,FALSE,FALSE,ham
73,FALSE,FALSE,ham
24,FALSE,FALSE,ham
49,FALSE,FALSE,ham
48,FALSE,FALSE,ham
155,FALSE,TRUE,ham
93,FALSE,FALSE,ham
99,FALSE,FALSE,ham
155,FALSE,TRUE,ham
48,FALSE,FALSE,ham
42,FALSE,FALSE,ham
24,FALSE,FALSE,ham
163,TRUE,TRUE,spam
30,FALSE,FALSE,ham
44,FALSE,FALSE,ham
24,FALSE,FALSE,ham
34,FALSE,FALSE,ham
144,FALSE,FALSE,ham
179,FALSE,FALSE,ham
143,FALSE,FALSE,spam
52,FALSE,FALSE,ham
82,FALSE,FALSE,ham
39,FALSE,FALSE,ham
80,FALSE,FALSE,ham
35,FALSE,FALSE,ham
80,FALSE,FALSE,ham
41,FALSE,FALSE,ham
27,FALSE,FALSE,ham
152,TRUE,TRUE,spam
32,FALSE,FALSE,ham
33,FALSE,FALSE,ham
41,FALSE,FALSE,ham
5,FALSE,FALSE,ham
126,FALSE,FALSE,ham
152,FALSE,FALSE,ham
71,FALSE,FALSE,spam
141,FALSE,FALSE,ham
122,FALSE,FALSE,ham
38,FALSE,FALSE,ham
63,FALSE,FALSE,ham
47,FALSE,FALSE,ham
22,FALSE,FALSE,ham
115,FALSE,FALSE,ham
71,FALSE,FALSE,ham
34,FALSE,FALSE,ham
72,FALSE,FALSE,ham
132,FALSE,FALSE,ham
26,FALSE,FALSE,ham
38,FALSE,FALSE,ham
141,TRUE,TRUE,spam
25,FALSE,FALSE,ham
27,FALSE,FALSE,ham
159,FALSE,FALSE,ham
107,FALSE,FALSE,ham
142,FALSE,FALSE,spam
13,FALSE,FALSE,ham
25,FALSE,FALSE,ham
65,FALSE,FALSE,ham
33,FALSE,FALSE,ham
23,FALSE,FALSE,ham
53,FALSE,FALSE,ham
159,TRUE,FALSE,spam
104,FALSE,FALSE,ham
154,FALSE,FALSE,spam
149,FALSE,FALSE,ham
81,FALSE,FALSE,spam
144,FALSE,FALSE,ham
51,FALSE,FALSE,ham
153,FALSE,FALSE,spam
114,FALSE,FALSE,ham
131,FALSE,FALSE,ham
159,FALSE,FALSE,spam
174,FALSE,FALSE,ham
42,FALSE,FALSE,ham
161,FALSE,FALSE,spam
151,FALSE,FALSE,ham
37,FALSE,FALSE,ham
61,FALSE,FALSE,ham
74,FALSE,FALSE,ham
93,FALSE,FALSE,ham
141,FALSE,FALSE,ham
85,FALSE,FALSE,ham
78,FALSE,FALSE,ham
33,FALSE,FALSE,ham
90,FALSE,FALSE,ham
147,FALSE,FALSE,ham
33,FALSE,FALSE,ham
32,FALSE,FALSE,ham
5,FALSE,FALSE,ham
149,FALSE,FALSE,ham
22,FALSE,FALSE,ham
132,FALSE,FALSE,ham
154,FALSE,FALSE,ham
31,FALSE,FALSE,ham
51,FALSE,FALSE,ham
18,FALSE,FALSE,ham
172,FALSE,FALSE,ham
130,TRUE,TRUE,spam
76,FALSE,FALSE,ham
78,FALSE,FALSE,ham
112,FALSE,FALSE,ham
58,FALSE,FALSE,ham
158,FALSE,FALSE,ham
60,FALSE,FALSE,ham
154,FALSE,FALSE,ham
154,FALSE,FALSE,spam
34,FALSE,FALSE,ham
122,FALSE,FALSE,spam
26,FALSE,FALSE,ham
31,FALSE,FALSE,ham
26,FALSE,FALSE,ham
64,TRUE,FALSE,ham
121,TRUE,FALSE,spam
179,FALSE,FALSE,ham
56,FALSE,FALSE,ham
148,FALSE,FALSE,ham
90,FALSE,FALSE,ham
110,FALSE,FALSE,ham
458,FALSE,FALSE,ham
36,FALSE,FALSE,ham
28,FALSE,FALSE,ham
33,FALSE,FALSE,ham
51,FALSE,FALSE,ham
157,TRUE,FALSE,spam
45,FALSE,FALSE,ham
37,FALSE,FALSE,ham
159,FALSE,FALSE,spam
39,FALSE,FALSE,ham
96,FALSE,FALSE,ham
15,FALSE,FALSE,ham
29,FALSE,FALSE,ham
32,FALSE,FALSE,ham
152,FALSE,FALSE,ham
29,FALSE,FALSE,ham
36,FALSE,FALSE,ham
54,FALSE,FALSE,ham
29,FALSE,FALSE,ham
47,FALSE,FALSE,ham
172,FALSE,FALSE,ham
32,FALSE,FALSE,ham
22,FALSE,FALSE,ham
150,TRUE,FALSE,spam
91,FALSE,FALSE,ham
53,FALSE,FALSE,ham
24,FALSE,FALSE,ham
121,FALSE,FALSE,ham
36,FALSE,FALSE,ham
212,FALSE,FALSE,ham
25,FALSE,FALSE,ham
156,TRUE,TRUE,spam
59,FALSE,FALSE,ham
155,FALSE,FALSE,ham
37,FALSE,FALSE,ham
79,FALSE,FALSE,ham
24,FALSE,FALSE,ham
50,FALSE,FALSE,ham
75,FALSE,FALSE,ham
41,FALSE,FALSE,ham
8,FALSE,FALSE,ham
36,FALSE,FALSE,ham
31,FALSE,FALSE,ham
73,FALSE,FALSE,ham
127,FALSE,FALSE,ham
14,FALSE,FALSE,ham
97,FALSE,FALSE,ham
71,FALSE,FALSE,ham
92,FALSE,FALSE,ham
63,FALSE,FALSE,ham
58,FALSE,FALSE,ham
46,FALSE,FALSE,ham
26,FALSE,FALSE,ham
143,FALSE,FALSE,ham
29,FALSE,FALSE,ham
31,FALSE,FALSE,ham
156,FALSE,FALSE,ham
37,FALSE,FALSE,ham
63,FALSE,FALSE,ham
33,FALSE,FALSE,ham
145,FALSE,FALSE,spam
149,TRUE,FALSE,spam
104,FALSE,FALSE,ham
58,FALSE,FALSE,ham
62,FALSE,FALSE,ham
184,FALSE,FALSE,ham
611,FALSE,FALSE,ham
61,FALSE,FALSE,ham
62,FALSE,FALSE,ham
64,FALSE,FALSE,ham
47,FALSE,FALSE,ham
92,FALSE,FALSE,ham
22,FALSE,FALSE,ham
338,FALSE,FALSE,ham
86,FALSE,FALSE,ham
159,FALSE,FALSE,ham
30,FALSE,FALSE,ham
105,FALSE,FALSE,ham
148,FALSE,FALSE,ham
30,FALSE,FALSE,ham
52,FALSE,FALSE,ham
136,FALSE,FALSE,spam
152,FALSE,FALSE,ham
43,FALSE,FALSE,ham
146,FALSE,FALSE,spam
144,FALSE,FALSE,spam
35,FALSE,FALSE,ham
47,FALSE,FALSE,ham
25,FALSE,FALSE,ham
127,FALSE,FALSE,ham
25,FALSE,FALSE,ham
143,FALSE,FALSE,ham
128,FALSE,FALSE,ham
24,FALSE,FALSE,ham
43,FALSE,FALSE,ham
99,FALSE,FALSE,ham
152,TRUE,FALSE,ham
37,FALSE,FALSE,ham
32,FALSE,FALSE,ham
3,FALSE,FALSE,ham
153,FALSE,TRUE,spam
28,FALSE,FALSE,ham
55,FALSE,FALSE,ham
28,FALSE,FALSE,ham
121,FALSE,FALSE,ham
29,FALSE,FALSE,ham
115,FALSE,FALSE,ham
39,FALSE,FALSE,ham
154,FALSE,FALSE,ham
148,FALSE,FALSE,ham
132,FALSE,FALSE,spam
44,FALSE,FALSE,ham
71,TRUE,FALSE,spam
156,FALSE,FALSE,ham
25,FALSE,FALSE,ham
147,FALSE,FALSE,spam
41,FALSE,FALSE,ham
83,FALSE,FALSE,ham
45,FALSE,FALSE,ham
73,FALSE,FALSE,ham
158,FALSE,FALSE,ham
47,FALSE,FALSE,ham
161,FALSE,TRUE,spam
159,FALSE,FALSE,ham
165,FALSE,FALSE,ham
90,FALSE,FALSE,spam
37,FALSE,FALSE,ham
160,TRUE,FALSE,spam
41,FALSE,FALSE,ham
136,FALSE,FALSE,ham
24,FALSE,FALSE,ham
35,FALSE,FALSE,ham
25,FALSE,FALSE,ham
31,FALSE,FALSE,ham
36,FALSE,FALSE,ham
132,FALSE,FALSE,ham
156,FALSE,FALSE,ham
30,FALSE,FALSE,ham
118,FALSE,FALSE,ham
82,FALSE,FALSE,ham
123,FALSE,TRUE,spam
147,FALSE,FALSE,ham
73,FALSE,FALSE,ham
22,FALSE,FALSE,ham
90,FALSE,FALSE,ham
61,FALSE,FALSE,ham
148,FALSE,FALSE,spam
28,FALSE,FALSE,ham
42,FALSE,FALSE,ham
75,FALSE,FALSE,ham
160,TRUE,FALSE,spam
27,FALSE,FALSE,ham
14,FALSE,FALSE,ham
129,FALSE,FALSE,ham
73,FALSE,FALSE,ham
88,FALSE,FALSE,ham
27,FALSE,FALSE,ham
75,FALSE,FALSE,ham
11,FALSE,FALSE,ham
23,FALSE,FALSE,ham
158,FALSE,FALSE,spam
73,FALSE,TRUE,spam
25,FALSE,FALSE,ham
81,FALSE,FALSE,ham
51,FALSE,FALSE,ham
40,FALSE,FALSE,ham
156,FALSE,FALSE,ham
122,FALSE,FALSE,ham
18,FALSE,FALSE,ham
6,FALSE,FALSE,ham
126,FALSE,FALSE,ham
46,FALSE,FALSE,ham
30,FALSE,FALSE,ham
35,FALSE,FALSE,ham
174,FALSE,FALSE,spam
114,TRUE,FALSE,spam
32,FALSE,FALSE,ham
23,FALSE,FALSE,ham
126,FALSE,FALSE,spam
42,FALSE,FALSE,ham
99,FALSE,FALSE,ham
96,FALSE,FALSE,ham
74,FALSE,FALSE,ham
72,FALSE,FALSE,ham
76,FALSE,FALSE,ham
60,FALSE,FALSE,ham
148,TRUE,FALSE,spam
5,FALSE,FALSE,ham
31,FALSE,FALSE,ham
77,FALSE,FALSE,ham
33,FALSE,FALSE,ham
25,FALSE,FALSE,ham
126,FALSE,FALSE,ham
71,FALSE,FALSE,ham
75,FALSE,FALSE,ham
68,FALSE,FALSE,ham
144,FALSE,FALSE,ham
59,FALSE,FALSE,ham
60,FALSE,FALSE,ham
49,FALSE,FALSE,ham
66,FALSE,FALSE,ham
145,FALSE,FALSE,spam
24,FALSE,FALSE,ham
58,FALSE,FALSE,ham
107,FALSE,FALSE,ham
138,FALSE,FALSE,spam
53,FALSE,FALSE,ham
73,FALSE,FALSE,ham
149,FALSE,FALSE,ham
144,FALSE,FALSE,ham
63,FALSE,FALSE,ham
159,FALSE,FALSE,ham
39,FALSE,FALSE,ham
67,FALSE,FALSE,ham
129,FALSE,FALSE,ham
24,FALSE,FALSE,ham
136,FALSE,FALSE,ham
34,FALSE,FALSE,ham
27,FALSE,FALSE,ham
55,FALSE,FALSE,ham
27,FALSE,FALSE,ham
224,FALSE,FALSE,spam
39,FALSE,FALSE,ham
36,FALSE,FALSE,ham
23,FALSE,FALSE,ham
51,FALSE,FALSE,ham
34,FALSE,FALSE,ham
34,FALSE,FALSE,ham
159,TRUE,FALSE,spam
74,FALSE,FALSE,ham
144,FALSE,FALSE,ham
32,FALSE,FALSE,ham
155,FALSE,FALSE,spam
160,FALSE,FALSE,ham
86,FALSE,FALSE,ham
32,FALSE,FALSE,ham
166,FALSE,FALSE,ham
22,FALSE,FALSE,ham
26,FALSE,FALSE,ham
92,FALSE,FALSE,ham
37,FALSE,FALSE,ham
46,FALSE,FALSE,ham
62,FALSE,FALSE,ham
39,FALSE,FALSE,ham
50,FALSE,FALSE,ham
35,FALSE,FALSE,ham
21,TRUE,FALSE,ham
107,FALSE,FALSE,ham
38,FALSE,FALSE,ham
205,FALSE,FALSE,ham
158,FALSE,FALSE,ham
67,FALSE,FALSE,ham
143,FALSE,FALSE,spam
121,FALSE,FALSE,ham
162,TRUE,FALSE,spam
26,FALSE,FALSE,ham
68,FALSE,FALSE,ham
123,FALSE,FALSE,ham
61,FALSE,FALSE,ham
33,FALSE,FALSE,ham
156,FALSE,FALSE,ham
41,FALSE,FALSE,ham
50,FALSE,FALSE,ham
41,FALSE,FALSE,ham
33,TRUE,FALSE,spam
154,FALSE,FALSE,spam
151,FALSE,FALSE,ham
164,TRUE,FALSE,spam
154,FALSE,FALSE,spam
22,FALSE,FALSE,ham
53,FALSE,FALSE,ham
62,TRUE,FALSE,ham
159,FALSE,FALSE,ham
34,FALSE,FALSE,ham
151,FALSE,FALSE,ham
26,FALSE,FALSE,ham
27,FALSE,FALSE,ham
52,FALSE,FALSE,ham
100,TRUE,FALSE,ham
164,FALSE,FALSE,ham
132,TRUE,TRUE,spam
39,FALSE,FALSE,ham
32,FALSE,FALSE,ham
158,FALSE,FALSE,ham
120,FALSE,FALSE,ham
42,FALSE,FALSE,ham
46,FALSE,FALSE,ham
44,FALSE,FALSE,ham
123,FALSE,FALSE,ham
24,FALSE,FALSE,ham
29,FALSE,FALSE,ham
34,FALSE,FALSE,ham
29,FALSE,FALSE,ham
47,FALSE,FALSE,ham
156,FALSE,FALSE,spam
47,FALSE,FALSE,ham
115,FALSE,FALSE,ham
37,FALSE,FALSE,ham
64,FALSE,FALSE,ham
83,FALSE,FALSE,ham
122,FALSE,FALSE,ham
24,FALSE,FALSE,ham
89,FALSE,FALSE,ham
67,FALSE,FALSE,ham
44,FALSE,FALSE,ham
33,FALSE,FALSE,ham
28,FALSE,FALSE,ham
37,FALSE,FALSE,ham
76,FALSE,FALSE,ham
150,FALSE,FALSE,ham
45,FALSE,FALSE,ham
84,FALSE,FALSE,ham
24,FALSE,FALSE,ham
119,FALSE,FALSE,ham
332,FALSE,FALSE,ham
80,FALSE,FALSE,ham
24,FALSE,FALSE,ham
151,FALSE,FALSE,spam
34,FALSE,FALSE,ham
65,FALSE,FALSE,ham
27,FALSE,FALSE,ham
24,FALSE,FALSE,ham
53,FALSE,FALSE,ham
28,FALSE,FALSE,ham
22,FALSE,FALSE,ham
23,FALSE,FALSE,ham
161,FALSE,FALSE,spam
191,FALSE,FALSE,ham
75,FALSE,FALSE,ham
23,FALSE,FALSE,ham
27,FALSE,FALSE,ham
37,FALSE,FALSE,ham
40,FALSE,FALSE,ham
93,FALSE,FALSE,ham
107,FALSE,FALSE,ham
158,TRUE,FALSE,spam
52,FALSE,FALSE,ham
71,FALSE,FALSE,ham
54,FALSE,FALSE,ham
51,FALSE,FALSE,ham
154,FALSE,FALSE,spam
98,FALSE,FALSE,ham
89,FALSE,FALSE,ham
50,FALSE,FALSE,ham
163,FALSE,FALSE,ham
135,FALSE,FALSE,ham
32,FALSE,FALSE,ham
